Index,Title,Link,Date,Source
765,Lebanon Ranks 5th In The World For Most Searches For ChatGPT,https://news.google.com/rss/articles/CBMiVGh0dHBzOi8vd3d3LnRoZTk2MS5jb20vbGViYW5vbi1yYW5rcy01dGgtaW4tdGhlLXdvcmxkLWZvci1tb3N0LXNlYXJjaGVzLWZvci1jaGF0Z3B0L9IBAA?oc=5,27/01/2023,The961
766,"Instant Genius Podcast: How ChatGPT could revolutionise education, with Sam Illingworth",https://news.google.com/rss/articles/CBMiTmh0dHBzOi8vd3d3LnNjaWVuY2Vmb2N1cy5jb20vZnV0dXJlLXRlY2hub2xvZ3kvaW5zdGFudC1nZW5pdXMtcG9kY2FzdC1jaGF0Z3B0L9IBUmh0dHBzOi8vd3d3LnNjaWVuY2Vmb2N1cy5jb20vZnV0dXJlLXRlY2hub2xvZ3kvaW5zdGFudC1nZW5pdXMtcG9kY2FzdC1jaGF0Z3B0L2FtcC8?oc=5,27/01/2023,BBC Science Focus Magazine
767,We asked the ChatGPT AI to name the greatest WWE Royal Rumble of all time,https://news.google.com/rss/articles/CBMijgFodHRwczovL3d3dy5kYXpuLmNvbS9lbi1ERS9uZXdzL3dyZXN0bGluZy93ZS1hc2tlZC10aGUtY2hhdGdwdC1haS10by1uYW1lLXRoZS1ncmVhdGVzdC13d2Utcm95YWwtcnVtYmxlLW9mLWFsbC10aW1lLzFhMmttbHBrOTl0dmoxZDM4aGxqcGhobjR10gGSAWh0dHBzOi8vd3d3LmRhem4uY29tL2VuLURFL25ld3MvYW1wL3dyZXN0bGluZy93ZS1hc2tlZC10aGUtY2hhdGdwdC1haS10by1uYW1lLXRoZS1ncmVhdGVzdC13d2Utcm95YWwtcnVtYmxlLW9mLWFsbC10aW1lLzFhMmttbHBrOTl0dmoxZDM4aGxqcGhobjR1?oc=5,27/01/2023,dazn.com
768,ChatGPT 'Arms Race' Adds $4.6 Billion to Nvidia Founder's Fortune,https://news.google.com/rss/articles/CBMicWh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTAxLTI3L2NoYXRncHQtYXJtcy1yYWNlLWFkZHMtNC02LWJpbGxpb24tdG8tbnZpZGlhLWZvdW5kZXItcy1mb3J0dW5l0gEA?oc=5,27/01/2023,Bloomberg
769,The Hidden Cost of ChatGPT for Indian Languages,https://news.google.com/rss/articles/CBMiTmh0dHBzOi8vYW5hbHl0aWNzaW5kaWFtYWcuY29tL3RoZS1oaWRkZW4tY29zdC1vZi1jaGF0Z3B0LWZvci1pbmRpYW4tbGFuZ3VhZ2VzL9IBAA?oc=5,27/01/2023,Analytics India Magazine
770,ChatGPT at a loss for words when it comes to Big Oil,https://news.google.com/rss/articles/CBMiXGh0dHBzOi8vd3d3Lm5hdGlvbmFsb2JzZXJ2ZXIuY29tLzIwMjMvMDEvMjcvb3Bpbmlvbi9jaGF0Z3B0LWxvc3Mtd29yZHMtd2hlbi1pdC1jb21lcy1iaWctb2ls0gEA?oc=5,27/01/2023,Canada's National Observer
771,Trinity advises academics to adjust assignments in light of ChatGPT ...,https://news.google.com/rss/articles/CBMijAFodHRwczovL3d3dy5pcmlzaHRpbWVzLmNvbS9pcmVsYW5kL2VkdWNhdGlvbi8yMDIzLzAxLzI3L3RyaW5pdHktYWR2aXNlcy1hY2FkZW1pY3MtdG8tYWRqdXN0LWFzc2lnbm1lbnRzLWluLWxpZ2h0LW9mLWNoYXRncHQtY2hlYXRpbmctdGhyZWF0L9IBAA?oc=5,27/01/2023,The Irish Times
772,"Microsoft Launches BioGPT, the ChatGPT of Lifescience",https://news.google.com/rss/articles/CBMiU2h0dHBzOi8vYW5hbHl0aWNzaW5kaWFtYWcuY29tL21pY3Jvc29mdC1sYXVuY2hlcy1iaW9ncHQtdGhlLWNoYXRncHQtb2YtbGlmZXNjaWVuY2Uv0gEA?oc=5,27/01/2023,Analytics India Magazine
773,Week at a glance: Decoding ChatGPT; Budget 2023 expectations ...,https://news.google.com/rss/articles/CBMidGh0dHBzOi8vd3d3LmFkZ3VsbHkuY29tL3dlZWstYXQtYS1nbGFuY2UtZGVjb2RpbmctY2hhdGdwdC1idWRnZXQtMjAyMy1leHBlY3RhdGlvbnMtaW5mbHVlbmNlci1ndWlkZWxpbmVzLTEyNzgzNS5odG1s0gEA?oc=5,28/01/2023,Adgully
774,"As Australian colleges crack down on ChatGPT, disabled students ...",https://news.google.com/rss/articles/CBMihAFodHRwczovL3d3dy5yYXBwbGVyLmNvbS90ZWNobm9sb2d5L2ZlYXR1cmVzL2F1c3RyYWxpYW4tY29sbGVnZXMtY3JhY2stZG93bi1jaGF0Z3B0LWRpc2FibGVkLXN0dWRlbnRzLWRlZmVuZC1hcnRpZmljaWFsLWludGVsbGlnZW5jZS_SAQA?oc=5,28/01/2023,Rappler
775,Why Meta’s Yann LeCun Is An AI GodFather And Why ChatGPT3 Is Not Revolutionary.,https://news.google.com/rss/articles/CBMifGh0dHBzOi8vd3d3LmZvcmJlcy5jb20vc2l0ZXMvY2luZHlnb3Jkb24vMjAyMy8wMS8yNy93aHkteWFubi1sZWN1bi1pcy1hbi1haS1nb2RmYXRoZXItYW5kLXdoeS1jaGF0Z3B0My1pcy1ub3QtcmV2b2x1dGlvbmFyeS_SAYABaHR0cHM6Ly93d3cuZm9yYmVzLmNvbS9zaXRlcy9jaW5keWdvcmRvbi8yMDIzLzAxLzI3L3doeS15YW5uLWxlY3VuLWlzLWFuLWFpLWdvZGZhdGhlci1hbmQtd2h5LWNoYXRncHQzLWlzLW5vdC1yZXZvbHV0aW9uYXJ5L2FtcC8?oc=5,27/01/2023,Forbes
776,Flatmates not pulling their weight? I asked ChatGPT how to text ...,https://news.google.com/rss/articles/CBMihQFodHRwczovL3RoZXRhYi5jb20vdWsvZWRpbmJ1cmdoLzIwMjMvMDEvMjcvZmxhdG1hdGVzLW5vdC1wdWxsaW5nLXRoZWlyLXdlaWdodC1pLWFza2VkLWNoYXRncHQtaG93LXRvLXRleHQtdGhlbS10by1sZXQtdGhlbS1rbm93LTgxMDgx0gEA?oc=5,27/01/2023,The Tab
777,I Asked ChatGPT to Write About Airline Deregulation in the U.S. ...,https://news.google.com/rss/articles/CBMicmh0dHBzOi8vd3d3LnVzZnVuZHMuY29tL3Jlc291cmNlL2ktYXNrZWQtY2hhdGdwdC10by13cml0ZS1hYm91dC1haXJsaW5lLWRlcmVndWxhdGlvbi1pbi10aGUtdS1zLWhlcmVzLWhvdy1pdC13ZW50L9IBAA?oc=5,27/01/2023,U.S. Global Investors
778,I asked ChatGPT about Pokemon's most popular ship and was told ...,https://news.google.com/rss/articles/CBMiYWh0dHBzOi8vd3d3LmdhbWVzcmFkYXIuY29tL2ktYXNrZWQtY2hhdGdwdC1hYm91dC1wb2tlbW9ucy1tb3N0LXBvcHVsYXItc2hpcC1hbmQtd2FzLXRvbGQtdG8tc3RvcC_SAQA?oc=5,27/01/2023,Gamesradar
779,"E mail automation at its finest: Top 5 AI, chatGPT extensions for your browser",https://news.google.com/rss/articles/CBMiKWh0dHBzOi8vd3d3LnNhbWFhZW5nbGlzaC50di9uZXdzLzQwMDI2MzU30gEtaHR0cHM6Ly93d3cuc2FtYWFlbmdsaXNoLnR2L25ld3MvYW1wLzQwMDI2MzU3?oc=5,28/01/2023,SAMAA English
780,Medium is accepting ChatGPT when others are trying to banish it,https://news.google.com/rss/articles/CBMiY2h0dHBzOi8vbW9iaWxlc3lydXAuY29tLzIwMjMvMDEvMjcvbWVkaXVtLWlzLWFjY2VwdGluZy1jaGF0Z3B0LXdoZW4tb3RoZXJzLWFyZS10cnlpbmctdG8tYmFuaXNoLWl0L9IBAA?oc=5,27/01/2023,MobileSyrup
781,The Dark Side Of ChatGPT,https://news.google.com/rss/articles/CBMiTmh0dHBzOi8vd3d3LmZvcmJlcy5jb20vc2l0ZXMvamFuaWNlZ2Fzc2FtLzIwMjMvMDEvMjgvdGhlLWRhcmstc2lkZS1vZi1jaGF0Z3B0L9IBAA?oc=5,28/01/2023,Forbes
782,ChatGPT could help students cheat — but it could also revolutionize ...,https://news.google.com/rss/articles/CBMiMGh0dHBzOi8vd3d3LmludmVyc2UuY29tL3NjaWVuY2UvY2hhdC1ncHQtc2Nob29sc9IBAA?oc=5,28/01/2023,Inverse
783,ChatGPT message from Provost Mitzi Montoya – @theU,https://news.google.com/rss/articles/CBMiUGh0dHBzOi8vYXR0aGV1LnV0YWguZWR1L2ZhY3VsdHlzdGFmZi9jaGF0Z3B0LW1lc3NhZ2UtZnJvbS1wcm92b3N0LW1pdHppLW1vbnRveWEv0gEA?oc=5,28/01/2023,@theU
784,How to Cut Through ChatGPT Hype and Still Appreciate Generative ...,https://news.google.com/rss/articles/CBMicWh0dHBzOi8vYWNjZWxlcmF0aW9uZWNvbm9teS5jb20vYWkvaG93LXRvLWN1dC10aHJvdWdoLWNoYXQtZ3B0LWh5cGUtYW5kLXN0aWxsLWFwcHJlY2lhdGUtZ2VuZXJhdGl2ZS1haS1wb3RlbnRpYWwv0gEA?oc=5,28/01/2023,Acceleration Economy
785,ChatGPT Just Passed This Wharton Professor’s Final Exam. He Says He Won’t Ban The AI Tool,https://news.google.com/rss/articles/CBMiU2h0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy9jaGF0Z3B0LWp1c3QtcGFzc2VkLXdoYXJ0b24tcHJvZmVzc29yLTE0NDEyNDc4NS5odG1s0gFbaHR0cHM6Ly9maW5hbmNlLnlhaG9vLmNvbS9hbXBodG1sL25ld3MvY2hhdGdwdC1qdXN0LXBhc3NlZC13aGFydG9uLXByb2Zlc3Nvci0xNDQxMjQ3ODUuaHRtbA?oc=5,28/01/2023,Yahoo Finance
786,Real estate agents say they can't imagine working without ChatGPT now,https://news.google.com/rss/articles/CBMiQmh0dHBzOi8vd3d3LmNubi5jb20vMjAyMy8wMS8yOC90ZWNoL2NoYXRncHQtcmVhbC1lc3RhdGUvaW5kZXguaHRtbNIBRmh0dHBzOi8vYW1wLmNubi5jb20vY25uLzIwMjMvMDEvMjgvdGVjaC9jaGF0Z3B0LXJlYWwtZXN0YXRlL2luZGV4Lmh0bWw?oc=5,28/01/2023,CNN
787,Top 10 Best ChatGPT Chrome Extensions You Need to Check Out,https://news.google.com/rss/articles/CBMiXWh0dHBzOi8vd3d3LmFuYWx5dGljc2luc2lnaHQubmV0L3RvcC0xMC1iZXN0LWNoYXRncHQtY2hyb21lLWV4dGVuc2lvbnMteW91LW5lZWQtdG8tY2hlY2stb3V0L9IBAA?oc=5,28/01/2023,Analytics Insight
788,Best ChatGPT Alternatives To Try Out,https://news.google.com/rss/articles/CBMiQ2h0dHBzOi8vd3d3LmF1Z3VzdG1hbi5jb20vbXkvZ2Vhci90ZWNoL2NoYXRncHQtYWx0ZXJuYXRpdmVzLXRvLXRyeS_SAUdodHRwczovL3d3dy5hdWd1c3RtYW4uY29tL215L2dlYXIvdGVjaC9jaGF0Z3B0LWFsdGVybmF0aXZlcy10by10cnkvYW1wLw?oc=5,28/01/2023,Augustman Malaysia
789,The ChatGPT challenge: regulate or liberate,https://news.google.com/rss/articles/CBMiUWh0dHBzOi8vY2FtcHVzbW9ybmluZ21haWwuY29tLmF1L25ld3MvdGhlLWNoYXRncHQtY2hhbGxlbmdlLXJlZ3VsYXRlLW9yLWxpYmVyYXRlL9IBAA?oc=5,29/01/2023,Campus Morning Mail
790,ChatGPT outpaces Instagram: 10 million daily users in just 40 days,https://news.google.com/rss/articles/CBMiYWh0dHBzOi8vaW50ZXJlc3RpbmdlbmdpbmVlcmluZy5jb20vaW5ub3ZhdGlvbi9jaGF0Z3B0LW91dHBhY2VzLWluc3RhZ3JhbS0xMC1taWxsaW9uLXVzZXJzLTQwLWRheXPSAQA?oc=5,28/01/2023,Interesting Engineering
791,"ChatGPT can “destroy” Google in two years, says Gmail creator",https://news.google.com/rss/articles/CBMidGh0dHBzOi8vd3d3LmZpbmFuY2lhbGV4cHJlc3MuY29tL2xpZmUvdGVjaG5vbG9neS1jaGF0Z3B0LWNhbi1kZXN0cm95LWdvb2dsZS1pbi10d28teWVhcnMtc2F5cy1nbWFpbC1jcmVhdG9yLTI5NjI3MTIv0gEA?oc=5,28/01/2023,The Financial Express
792,Why this Bengaluru institute has restricted ChatGPT use for students,https://news.google.com/rss/articles/CBMijgFodHRwczovL3d3dy5oaW5kdXN0YW50aW1lcy5jb20vY2l0aWVzL2JlbmdhbHVydS1uZXdzL3doeS10aGlzLWJlbmdhbHVydS1pbnN0aXR1dGUtaGFzLXJlc3RyaWN0ZWQtY2hhdGdwdC11c2UtZm9yLXN0dWRlbnRzLTEwMTY3NDkwMTc1ODIzMS5odG1s0gGSAWh0dHBzOi8vd3d3LmhpbmR1c3RhbnRpbWVzLmNvbS9jaXRpZXMvYmVuZ2FsdXJ1LW5ld3Mvd2h5LXRoaXMtYmVuZ2FsdXJ1LWluc3RpdHV0ZS1oYXMtcmVzdHJpY3RlZC1jaGF0Z3B0LXVzZS1mb3Itc3R1ZGVudHMtMTAxNjc0OTAxNzU4MjMxLWFtcC5odG1s?oc=5,28/01/2023,Hindustan Times
793,"We asked ChatGPT to write an article on Modi the way a Modi hater like Arundhati Roy would have written, and it didn’t disappoint us",https://news.google.com/rss/articles/CBMiTmh0dHBzOi8vd3d3Lm9waW5kaWEuY29tLzIwMjMvMDEvYWktY2hhdGJvdC1jaGF0Z3B0LWFydGljbGUtbW9kaS1hcnVuZGhhdGktcm95L9IBUmh0dHBzOi8vd3d3Lm9waW5kaWEuY29tLzIwMjMvMDEvYWktY2hhdGJvdC1jaGF0Z3B0LWFydGljbGUtbW9kaS1hcnVuZGhhdGktcm95L2FtcC8?oc=5,28/01/2023,OpIndia
794,[The Viewpoint] How can Lawyers leverage ChatGPT for their practice? Bar & Bench,https://news.google.com/rss/articles/CBMicmh0dHBzOi8vd3d3LmJhcmFuZGJlbmNoLmNvbS9sYXctZmlybXMvdmlldy1wb2ludC90aGUtdmlld3BvaW50LWhvdy1jYW4tbGF3eWVycy1sZXZlcmFnZS1jaGF0Z3B0LWZvci10aGVpci1wcmFjdGljZdIBfGh0dHBzOi8vd3d3LmJhcmFuZGJlbmNoLmNvbS9hbXAvc3RvcnkvbGF3LWZpcm1zL3ZpZXctcG9pbnQvdGhlLXZpZXdwb2ludC1ob3ctY2FuLWxhd3llcnMtbGV2ZXJhZ2UtY2hhdGdwdC1mb3ItdGhlaXItcHJhY3RpY2U?oc=5,28/01/2023,Bar & Bench - Indian Legal News
795,ChatGPT Predicts Bitcoin's Future; Is Bitcoin Going To Replace Fiat Money?,https://news.google.com/rss/articles/CBMiXWh0dHBzOi8vY29pbmdhcGUuY29tL2NoYXRncHQtcHJlZGljdHMtYml0Y29pbnMtZnV0dXJlLWlzLWJpdGNvaW4tZ29pbmctdG8tcmVwbGFjZS1maWF0LW1vbmV5L9IBYWh0dHBzOi8vY29pbmdhcGUuY29tL2NoYXRncHQtcHJlZGljdHMtYml0Y29pbnMtZnV0dXJlLWlzLWJpdGNvaW4tZ29pbmctdG8tcmVwbGFjZS1maWF0LW1vbmV5L2FtcC8?oc=5,28/01/2023,CoinGape
796,"Mobile phones banned at SA public high schools, but AI like ChatGPT allowed",https://news.google.com/rss/articles/CBMiZ2h0dHBzOi8vd3d3LmFiYy5uZXQuYXUvbmV3cy8yMDIzLTAxLTI5L21vYmlsZS1waG9uZXMtYmFubmVkLWF0LXNhLXNjaG9vbHMtYnV0LWNoYXRncHQtYWxsb3dlZC8xMDE5MDQ0NDjSAShodHRwczovL2FtcC5hYmMubmV0LmF1L2FydGljbGUvMTAxOTA0NDQ4?oc=5,28/01/2023,ABC News
797,"Make A Video AI: ChatGPT, But For Videos",https://news.google.com/rss/articles/CBMiTWh0dHBzOi8vdGVjaG5vbG9neS5pbnF1aXJlci5uZXQvMTIxMTIwL21ha2UtYS12aWRlby1haS1jaGF0Z3B0LWJ1dC1mb3ItdmlkZW9z0gFRaHR0cHM6Ly90ZWNobm9sb2d5LmlucXVpcmVyLm5ldC8xMjExMjAvbWFrZS1hLXZpZGVvLWFpLWNoYXRncHQtYnV0LWZvci12aWRlb3MvYW1w?oc=5,29/01/2023,INQUIRER.net
798,ChatGPT is ‘down all the time’ and people keep using it. What that says to Google alum Elad Gil about bad Silicon Valley advice,https://news.google.com/rss/articles/CBMiQ2h0dHBzOi8vbmV3cy55YWhvby5jb20vY2hhdGdwdC1kb3duLXRpbWUtcGVvcGxlLWtlZXAtMjAyMTQ3Mzc1Lmh0bWzSAUtodHRwczovL25ld3MueWFob28uY29tL2FtcGh0bWwvY2hhdGdwdC1kb3duLXRpbWUtcGVvcGxlLWtlZXAtMjAyMTQ3Mzc1Lmh0bWw?oc=5,28/01/2023,Yahoo News
799,"ChatGPT Tells Nigerian Man Where to Get Food in Lagos, But ...",https://news.google.com/rss/articles/CBMidmh0dHBzOi8vd3d3LmxlZ2l0Lm5nL2J1c2luZXNzLWVjb25vbXkvdGVjaG5vbG9neS8xNTE2OTA4LWNoYXRncHQtdGVsbHMtbmlnZXJpYW4tbWFuLWZvb2QtbGFnb3MtcmVmdXNlcy1tYXRoLXF1ZXN0aW9ucy_SAQA?oc=5,28/01/2023,Legit.ng
800,3 things to know about using ChatGPT like a therapist,https://news.google.com/rss/articles/CBMiS2h0dHBzOi8vbWFzaGFibGUuY29tL2FydGljbGUvaG93LXRvLWNoYXQtd2l0aC1jaGF0Z3B0LW1lbnRhbC1oZWFsdGgtdGhlcmFwedIBAA?oc=5,30/01/2023,Mashable
801,Thinking Through: Will ChatGPT replace human talent?,https://news.google.com/rss/articles/CBMiT2h0dHBzOi8vd3d3Lm1lZGlhbmV3czR1LmNvbS90aGlua2luZy10aHJvdWdoLXdpbGwtY2hhdGdwdC1yZXBsYWNlLWh1bWFuLXRhbGVudC_SAQA?oc=5,30/01/2023,MediaNews4U
802,How ChatGPT may expand our intellectual discourse and boost ...,https://news.google.com/rss/articles/CBMiUGh0dHBzOi8vaW50ZXJlc3RpbmdlbmdpbmVlcmluZy5jb20vY3VsdHVyZS9jaGF0Z3B0LW1heS1leHBhbmQtZGlzY291cnNlLXJlc2VhcmNo0gEA?oc=5,29/01/2023,Interesting Engineering
803,"Chat GPT takes part in university exams, better performance in law ...",https://news.google.com/rss/articles/CBMiZWh0dHBzOi8vZ29hY2hyb25pY2xlLmNvbS9jaGF0LWdwdC10YWtlcy1wYXJ0LWluLXVuaXZlcnNpdHktZXhhbXMtYmV0dGVyLXBlcmZvcm1hbmNlLWluLWxhdy1lY29ub21pY3Mv0gEA?oc=5,29/01/2023,Goa Chronicle
804,"With ChatGPT rising in popularity, what’s a parent to do?",https://news.google.com/rss/articles/CBMiXWh0dHBzOi8vdGhlaGlsbC5jb20vZWR1Y2F0aW9uLzM4MzIxNTYtd2l0aC1jaGF0Z3B0LXJpc2luZy1pbi1wb3B1bGFyaXR5LXdoYXRzLWEtcGFyZW50LXRvLWRvL9IBYWh0dHBzOi8vdGhlaGlsbC5jb20vZWR1Y2F0aW9uLzM4MzIxNTYtd2l0aC1jaGF0Z3B0LXJpc2luZy1pbi1wb3B1bGFyaXR5LXdoYXRzLWEtcGFyZW50LXRvLWRvL2FtcC8?oc=5,29/01/2023,The Hill
805,ChatGPT where have you been all my life?,https://news.google.com/rss/articles/CBMiUmh0dHBzOi8vd3d3LmltYWdlLmllL2xpdmluZy9jdWx0dXJlL2NoYXRncHQtd2hlcmUtaGF2ZS15b3UtYmVlbi1hbGwtbXktbGlmZS03MDMwODDSAVZodHRwczovL3d3dy5pbWFnZS5pZS9saXZpbmcvY3VsdHVyZS9jaGF0Z3B0LXdoZXJlLWhhdmUteW91LWJlZW4tYWxsLW15LWxpZmUtNzAzMDgwL2FtcA?oc=5,29/01/2023,image.ie
806,How ChatGPT Can Find and Fix Bugs in Computer Code,https://news.google.com/rss/articles/CBMiVGh0dHBzOi8vd3d3LmFuYWx5dGljc2luc2lnaHQubmV0L2hvdy1jaGF0Z3B0LWNhbi1maW5kLWFuZC1maXgtYnVncy1pbi1jb21wdXRlci1jb2RlL9IBAA?oc=5,29/01/2023,Analytics Insight
807,What the Tech: Quick hack to get ChatGPT for free,https://news.google.com/rss/articles/CBMiRmh0dHBzOi8vd3d3LndyZHcuY29tLzIwMjMvMDEvMzAvd2hhdC10ZWNoLXF1aWNrLWhhY2stZ2V0LWNoYXRncHQtZnJlZS_SAVVodHRwczovL3d3dy53cmR3LmNvbS8yMDIzLzAxLzMwL3doYXQtdGVjaC1xdWljay1oYWNrLWdldC1jaGF0Z3B0LWZyZWUvP291dHB1dFR5cGU9YW1w?oc=5,30/01/2023,WRDW
808,What real life relationship coaches think of ChatGPT's dating advice,https://news.google.com/rss/articles/CBMiZ2h0dHBzOi8vd3d3LmJ1c2luZXNzaW5zaWRlci5jb20vd2hhdC1yZWFsLWxpZmUtcmVsYXRpb25zaGlwLWNvYWNoZXMtdGhpbmstY2hhdGdwdHMtZGF0aW5nLWFkdmljZS0yMDIzLTHSAWtodHRwczovL3d3dy5idXNpbmVzc2luc2lkZXIuY29tL3doYXQtcmVhbC1saWZlLXJlbGF0aW9uc2hpcC1jb2FjaGVzLXRoaW5rLWNoYXRncHRzLWRhdGluZy1hZHZpY2UtMjAyMy0xP2FtcA?oc=5,29/01/2023,Business Insider
809,List of advanced exams ChatGPT has passed so far,https://news.google.com/rss/articles/CBMiY2h0dHBzOi8vd3d3LmRoYWthdHJpYnVuZS5jb20vdGVjaG5vbG9neS8yMDIzLzAxLzI5L2xpc3Qtb2YtYWR2YW5jZWQtZXhhbXMtY2hhdGdwdC1oYXMtcGFzc2VkLXNvLWZhctIBAA?oc=5,29/01/2023,Dhaka Tribune
810,Chinese Search Giant Baidu to Launch ChatGPT Style Bot,https://news.google.com/rss/articles/CBMicmh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTAxLTMwL2NoaW5lc2Utc2VhcmNoLWdpYW50LWJhaWR1LXRvLWxhdW5jaC1jaGF0Z3B0LXN0eWxlLWJvdC1pbi1tYXJjaNIBAA?oc=5,29/01/2023,Bloomberg
811,ChatGPT banned in WA public schools in time for start of school year,https://news.google.com/rss/articles/CBMicGh0dHBzOi8vd3d3LmFiYy5uZXQuYXUvbmV3cy8yMDIzLTAxLTMwL2NoYXRncHQtdG8tYmUtYmFubmVkLWZyb20td2EtcHVibGljLXNjaG9vbHMtYW1pZC1jaGVhdGluZy1mZWFycy8xMDE5MDU2MTbSAShodHRwczovL2FtcC5hYmMubmV0LmF1L2FydGljbGUvMTAxOTA1NjE2?oc=5,29/01/2023,ABC News
812,ChatGPT Pro: What is it and who should pay a premium for the popular AI tool?,https://news.google.com/rss/articles/CBMiV2h0dHBzOi8vaW5kaWFuZXhwcmVzcy5jb20vYXJ0aWNsZS90ZWNobm9sb2d5L2NoYXRncHQtcHJvLXByaWNlLWZlYXR1cmVzLWxhdW5jaC04NDEyMjM0L9IBXGh0dHBzOi8vaW5kaWFuZXhwcmVzcy5jb20vYXJ0aWNsZS90ZWNobm9sb2d5L2NoYXRncHQtcHJvLXByaWNlLWZlYXR1cmVzLWxhdW5jaC04NDEyMjM0L2xpdGUv?oc=5,30/01/2023,The Indian Express
813,Realtors are turning to AI and ChatGPT to write property listings,https://news.google.com/rss/articles/CBMiYmh0dHBzOi8vd3d3LmJ1c2luZXNzaW5zaWRlci5jb20vcmVhbHRvcnMtdXNpbmctYWktY2hhdGdwdC10by13cml0ZS1wcm9wZXJ0eS1saXN0aW5ncy1lbWFpbHMtMjAyMy0x0gFmaHR0cHM6Ly93d3cuYnVzaW5lc3NpbnNpZGVyLmNvbS9yZWFsdG9ycy11c2luZy1haS1jaGF0Z3B0LXRvLXdyaXRlLXByb3BlcnR5LWxpc3RpbmdzLWVtYWlscy0yMDIzLTE_YW1w?oc=5,29/01/2023,Business Insider
814,"ChatGPT Correctly Predicted 3 Of 3 NFL Playoff Matchups, Here's Who It Likes In The NFL Conference Champi",https://news.google.com/rss/articles/CBMikQFodHRwczovL3d3dy5iZW56aW5nYS5jb20vbmV3cy8yMy8wMS8zMDYxNDYxOC9jaGF0Z3B0LWNvcnJlY3RseS1wcmVkaWN0ZWQtMy1vZi0zLW5mbC1wbGF5b2ZmLW1hdGNodXBzLWhlcmVzLXdoby1pdC1saWtlcy1pbi10aGUtbmZsLWNvbmZlcmVuY2UtY2hh0gEtaHR0cHM6Ly93d3cuYmVuemluZ2EuY29tL2FtcC9jb250ZW50LzMwNjE0NjE4?oc=5,29/01/2023,Benzinga
815,ChatGPT rivals Anthropic AI and Character AI reportedly chasing ...,https://news.google.com/rss/articles/CBMibWh0dHBzOi8vc2lsaWNvbmFuZ2xlLmNvbS8yMDIzLzAxLzI5L2NoYXRncHQtcml2YWxzLWFudGhyb3BpYy1haS1jaGFyYWN0ZXItYWktY2hhc2luZy1tZWdhYnVjay1mdW5kaW5nLXJvdW5kcy_SAQA?oc=5,29/01/2023,SiliconANGLE News
816,How The Popularity Of ChatGPT & OpenAI Ranks Across Lebanese ...,https://news.google.com/rss/articles/CBMiVGh0dHBzOi8vd3d3LnRoZTk2MS5jb20vcG9wdWxhcml0eS1jaGF0Z3B0LW9wZW5haS1wb3B1bGFyaXR5LWFjcm9zcy1sZWJhbmVzZS1yZWdpb25zL9IBAA?oc=5,29/01/2023,The961
817,Microsoft Invests $10 Billion in ChatGPT Maker OpenAI,https://news.google.com/rss/articles/CBMiWGh0dHBzOi8vY3VycmVudGFmZmFpcnMuYWRkYTI0Ny5jb20vbWljcm9zb2Z0LWludmVzdHMtMTAtYmlsbGlvbi1pbi1jaGF0Z3B0LW1ha2VyLW9wZW5haS_SAVxodHRwczovL2N1cnJlbnRhZmZhaXJzLmFkZGEyNDcuY29tL21pY3Jvc29mdC1pbnZlc3RzLTEwLWJpbGxpb24taW4tY2hhdGdwdC1tYWtlci1vcGVuYWkvYW1wLw?oc=5,29/01/2023,Adda247
818,Can You Write Programs for the Commodore 64 Using ChatGPT?,https://news.google.com/rss/articles/CBMiX2h0dHBzOi8vYmxvZy5hZGFmcnVpdC5jb20vMjAyMy8wMS8yOS9jYW4teW91LXdyaXRlLXByb2dyYW1zLWZvci10aGUtY29tbW9kb3JlLTY0LXVzaW5nLWNoYXRncHQv0gEA?oc=5,29/01/2023,Adafruit Blog
819,AI chatbot ChatGPT writes layoff memos like tech CEOs,https://news.google.com/rss/articles/CBMiX2h0dHBzOi8vd3d3LmJ1c2luZXNzaW5zaWRlci5jb20vYWktY2hhdGJvdC1vcGVuYWktY2hhdGdwdC1sYXlvZmYtbWVtby1hbWF6b24tZ29vZ2xlLW1ldGEtMjAyMy0x0gFjaHR0cHM6Ly93d3cuYnVzaW5lc3NpbnNpZGVyLmNvbS9haS1jaGF0Ym90LW9wZW5haS1jaGF0Z3B0LWxheW9mZi1tZW1vLWFtYXpvbi1nb29nbGUtbWV0YS0yMDIzLTE_YW1w?oc=5,29/01/2023,Business Insider
820,"ChatGPT can democratise research and education must embrace it, says this UK study",https://news.google.com/rss/articles/CBMidmh0dHBzOi8vdGhlcHJpbnQuaW4vc2NpZW5jZS9jaGF0Z3B0LWNhbi1kZW1vY3JhdGlzZS1yZXNlYXJjaC1hbmQtZWR1Y2F0aW9uLW11c3QtZW1icmFjZS1pdC1zYXlzLXRoaXMtdWstc3R1ZHkvMTMzOTc1My_SAXpodHRwczovL3RoZXByaW50LmluL3NjaWVuY2UvY2hhdGdwdC1jYW4tZGVtb2NyYXRpc2UtcmVzZWFyY2gtYW5kLWVkdWNhdGlvbi1tdXN0LWVtYnJhY2UtaXQtc2F5cy10aGlzLXVrLXN0dWR5LzEzMzk3NTMvP2FtcA?oc=5,29/01/2023,ThePrint
